|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1318.37        500.000        99.4473       0.263313                 NaN            NaN  0.982784E-001            NaN  0.191091                 NaN            NaN            NaN
  1317.31        500.000        99.4499       0.263908                 NaN            NaN  0.962614E-001            NaN  0.189884                 NaN            NaN            NaN
  1316.24        500.000        99.4545       0.263067                 NaN            NaN  0.942968E-001            NaN  0.188179                 NaN            NaN            NaN
  1315.17        500.000        99.4585       0.261859                 NaN            NaN  0.932576E-001            NaN  0.186420                 NaN            NaN            NaN
  1314.10        500.000        99.4620       0.261520                 NaN            NaN  0.914797E-001            NaN  0.185042                 NaN            NaN            NaN
  1313.03        500.000        99.4680       0.257161                 NaN            NaN  0.918724E-001            NaN  0.182957                 NaN            NaN            NaN
  1311.96        500.000        99.4717       0.256504                 NaN            NaN  0.903922E-001            NaN  0.181383                 NaN            NaN            NaN
  1310.90        500.000        99.4714       0.260276                 NaN            NaN  0.873691E-001            NaN  0.180930                 NaN            NaN            NaN
  1309.83        500.000        99.4804       0.255338                 NaN            NaN  0.867680E-001            NaN  0.177543                 NaN            NaN            NaN
  1308.76        500.000        99.4832       0.254658                 NaN            NaN  0.855177E-001            NaN  0.176586                 NaN            NaN            NaN
  1307.69        500.000        99.4806       0.391114E-001  0.232973                 NaN  0.721373E-001            NaN  0.175161                 NaN            NaN            NaN
  1306.62        500.000        99.4913       0.251942                 NaN            NaN  0.833799E-001            NaN  0.173425                 NaN            NaN            NaN
  1305.55        500.000        99.4954       0.250113                 NaN            NaN  0.825514E-001            NaN  0.171894                 NaN            NaN            NaN
  1304.49        500.000        99.4985       0.251047                 NaN            NaN  0.800382E-001            NaN  0.170366                 NaN            NaN            NaN
  1303.42        500.000        99.5020       0.149829E-002  0.249092                 NaN  0.784524E-001            NaN  0.168923                 NaN            NaN            NaN
  1302.35        500.000        99.5055       0.249704                 NaN            NaN  0.771844E-001            NaN  0.167647                 NaN            NaN            NaN
  1301.28        500.000        99.5093       0.245231                 NaN            NaN  0.789695E-001            NaN  0.166469                 NaN            NaN            NaN
  1300.21        500.000        99.5143       0.248213                 NaN            NaN  0.737643E-001            NaN  0.163756                 NaN            NaN            NaN
  1299.14        500.000        99.5164       0.247101                 NaN            NaN  0.733379E-001            NaN  0.163127                 NaN            NaN            NaN
  1298.08        500.000        99.5209       0.231624                 NaN            NaN  0.831329E-001            NaN  0.164383                 NaN            NaN            NaN
  1297.01        500.000        99.5202       0.201192       0.714244E-001            NaN  0.498453E-001            NaN  0.157331                 NaN            NaN            NaN
  1295.94        500.000        99.5221       0.229115       0.277241E-001            NaN  0.617189E-001            NaN  0.159337                 NaN            NaN            NaN
  1294.87        500.000        99.5248       0.293619E-001  0.227873                 NaN  0.598700E-001            NaN  0.158084                 NaN            NaN            NaN
  1293.80        500.000        99.5280       0.307864E-001  0.225985                 NaN  0.583976E-001            NaN  0.156830                 NaN            NaN            NaN
  1292.73        500.000        99.5308       0.224195       0.330070E-001            NaN  0.564630E-001            NaN  0.155573                 NaN            NaN            NaN
  1291.67        500.000        99.5332       0.354575E-001  0.222395                 NaN  0.544900E-001            NaN  0.154423                 NaN            NaN            NaN
  1290.60        500.000        99.5327       0.201989       0.652808E-001            NaN  0.465291E-001            NaN  0.153501                 NaN            NaN            NaN
  1289.53        500.000        99.5422       0.110581E-001  0.237921                 NaN  0.571088E-001            NaN  0.151746                 NaN            NaN            NaN
  1288.46        500.000        99.5407       0.216253       0.430230E-001            NaN  0.489165E-001            NaN  0.151151                 NaN            NaN            NaN
  1287.39        500.000        99.5356       0.107924       0.171661                 NaN  0.340989E-001            NaN  0.150763                 NaN            NaN            NaN
  1286.32        500.000        99.5524       0.243142                 NaN            NaN  0.564538E-001            NaN  0.148048                 NaN            NaN            NaN
  1285.26        500.000        99.5481       0.208962       0.520358E-001            NaN  0.430719E-001            NaN  0.147794                 NaN            NaN            NaN
  1284.19        500.000        99.5499       0.200831       0.632536E-001            NaN  0.393299E-001            NaN  0.146723                 NaN            NaN            NaN
  1283.12        500.000        99.5527       0.449609E-001  0.214547                 NaN  0.416466E-001            NaN  0.146186                 NaN            NaN            NaN
  1282.05        500.000        99.5550       0.202508       0.609894E-001            NaN  0.368539E-001            NaN  0.144604                 NaN            NaN            NaN
  1280.98        500.000        99.5566       0.198482       0.662438E-001            NaN  0.347833E-001            NaN  0.143895                 NaN            NaN            NaN
  1279.91        500.000        99.5584       0.193366       0.725088E-001            NaN  0.326300E-001            NaN  0.143072                 NaN            NaN            NaN
  1278.84        500.000        99.5604       0.206920       0.570355E-001            NaN  0.326450E-001            NaN  0.142410       0.584558E-003            NaN            NaN
  1277.78        500.000        99.5541       0.254033                 NaN            NaN  0.376630E-001            NaN  0.145027       0.922487E-002            NaN            NaN
  1276.71        500.000        98.0795       0.553989                 NaN            NaN  0.511895E-001            NaN  0.318537       0.443457E-001  0.952392                 NaN
  1275.64        500.000        92.6963        1.66153                 NaN            NaN  0.102057                 NaN  0.943290       0.144092        4.45269                 NaN
  1274.57        500.000        93.2731        1.55159                 NaN            NaN  0.840723E-001            NaN  0.873007       0.131249        4.08699                 NaN
  1273.50        500.000        93.7638        1.43535                 NaN            NaN  0.855764E-001            NaN  0.812753       0.121503        3.78104                 NaN
  1272.43        500.000        94.1877        1.36294                 NaN            NaN  0.662284E-001            NaN  0.760549       0.111719        3.51090                 NaN
  1271.37        500.000        94.5630        1.28994                 NaN            NaN  0.545726E-001            NaN  0.714315       0.103455        3.27468                 NaN
  1270.30        500.000        94.9029        1.21211                 NaN            NaN  0.521107E-001            NaN  0.672013       0.965943E-001   3.06423                 NaN
  1269.23        500.000        95.1910        1.13941                 NaN            NaN  0.562445E-001            NaN  0.636026       0.910518E-001   2.88627                 NaN
  1268.16        500.000        95.4566        1.08061                 NaN            NaN  0.529451E-001            NaN  0.602677       0.855588E-001   2.72163                 NaN
  1267.09        500.000        95.6921        1.02267                 NaN            NaN  0.545177E-001            NaN  0.572978       0.809716E-001   2.57674                 NaN
  1266.02        500.000        95.9089       0.981918                 NaN            NaN  0.459780E-001            NaN  0.545688       0.760903E-001   2.44139                 NaN
  1264.96        500.000        96.1019       0.938435                 NaN            NaN  0.439733E-001            NaN  0.521154       0.721349E-001   2.32239                 NaN
  1263.89        500.000        96.2843       0.895169                 NaN            NaN  0.434685E-001            NaN  0.497774       0.684655E-001   2.21087                 NaN
  1262.82        500.000        96.4453       0.863992                 NaN            NaN  0.375317E-001            NaN  0.477195       0.648672E-001   2.11111                 NaN
  1261.75        500.000        96.5957       0.824858                 NaN            NaN  0.397534E-001            NaN  0.457680       0.619849E-001   2.02002                 NaN
  1260.68        500.000        96.7350       0.792504                 NaN            NaN  0.386060E-001            NaN  0.439549       0.591282E-001   1.93519                 NaN
  1259.61        500.000        96.8619       0.759081                 NaN            NaN  0.406691E-001            NaN  0.422983       0.566756E-001   1.85874                 NaN
  1258.55        500.000        96.9853       0.736697                 NaN            NaN  0.345377E-001            NaN  0.406833       0.538402E-001   1.78280                 NaN
  1257.48        500.000        97.0942       0.710452                 NaN            NaN  0.344083E-001            NaN  0.392458       0.516031E-001   1.71689                 NaN
  1256.41        500.000        97.2014       0.689330                 NaN            NaN  0.300181E-001            NaN  0.378306       0.492026E-001   1.65173                 NaN
  1255.34        500.000        97.2956       0.664772                 NaN            NaN  0.315734E-001            NaN  0.365643       0.473416E-001   1.59509                 NaN
  1254.27        500.000        97.3880       0.643840                 NaN            NaN  0.299250E-001            NaN  0.353270       0.453679E-001   1.53959                 NaN
  1253.20        500.000        97.4752       0.623669                 NaN            NaN  0.289515E-001            NaN  0.341508       0.435261E-001   1.48712                 NaN
  1252.14        500.000        97.5552       0.601556                 NaN            NaN  0.279039E-001            NaN  0.330991       0.419680E-001   1.44234                 NaN
  1251.07        500.000        97.6346       0.592414                 NaN            NaN  0.251221E-001            NaN  0.319539       0.398940E-001   1.38843                 NaN
  1250.00        500.000        97.7067       0.581469                 NaN            NaN  0.159969E-001            NaN  0.310174       0.381088E-001   1.34757                 NaN
  1248.93        500.000        97.7775       0.551494                 NaN            NaN  0.268735E-001            NaN  0.300268       0.371070E-001   1.30677                 NaN
  1247.86        500.000        97.8363       0.543103                 NaN            NaN  0.220863E-001            NaN  0.291986       0.356646E-001   1.27084                 NaN
  1246.79        500.000        97.8998       0.525217                 NaN            NaN  0.236598E-001            NaN  0.283147       0.344109E-001   1.23380                 NaN
  1245.73        500.000        97.9604       0.512438                 NaN            NaN  0.214361E-001            NaN  0.274788       0.330385E-001   1.19790                 NaN
  1244.66        500.000        98.0172       0.501693                 NaN            NaN  0.189435E-001            NaN  0.266731       0.317008E-001   1.16370                 NaN
  1243.59        500.000        98.0684       0.486688                 NaN            NaN  0.206752E-001            NaN  0.259512       0.307347E-001   1.13401                 NaN
  1242.52        500.000        98.1211       0.477786                 NaN            NaN  0.169901E-001            NaN  0.252196       0.294295E-001   1.10248                 NaN
  1241.45        500.000        98.1704       0.469008                 NaN            NaN  0.144535E-001            NaN  0.245141       0.282326E-001   1.07278                 NaN
  1240.38        500.000        98.2167       0.457512                 NaN            NaN  0.141490E-001            NaN  0.238428       0.272562E-001   1.04595                 NaN
  1239.32        500.000        98.2618       0.447221                 NaN            NaN  0.133025E-001            NaN  0.231988       0.262496E-001   1.01943                 NaN
  1238.25        500.000        98.3040       0.440486                 NaN            NaN  0.104986E-001            NaN  0.225979       0.252003E-001  0.993804                 NaN
  1237.18        500.000        98.3465       0.433759                 NaN            NaN  0.702949E-002            NaN  0.219831       0.241606E-001  0.968770                 NaN
  1236.11        500.000        98.3859       0.423758                 NaN            NaN  0.739400E-002            NaN  0.214308       0.232822E-001  0.945317                 NaN
  1235.04        500.000        98.4242       0.420171                 NaN            NaN  0.234959E-002            NaN  0.208792       0.222460E-001  0.922254                 NaN
  1233.97        500.000        98.4601       0.411293                 NaN            NaN  0.239947E-002            NaN  0.203469       0.214728E-001  0.901243                 NaN
  1232.90        500.000        98.4947       0.404608                 NaN            NaN  0.883321E-003            NaN  0.198371       0.206436E-001  0.880786                 NaN
  1231.84        500.000        98.5296       0.396738                 NaN            NaN            NaN            NaN  0.193275       0.199060E-001  0.860491                 NaN
  1230.77        500.000        98.5626       0.388282                 NaN            NaN            NaN            NaN  0.189126       0.189993E-001  0.840995                 NaN
  1229.70        500.000        98.5990       0.375234                 NaN            NaN            NaN            NaN  0.183151       0.187062E-001  0.823910                 NaN
  1228.63        500.000        98.6240       0.376268                 NaN            NaN            NaN            NaN  0.180891       0.172825E-001  0.801594                 NaN
  1227.56        500.000        98.6593       0.363158                 NaN            NaN            NaN            NaN  0.175288       0.169687E-001  0.785246                 NaN
  1226.49        500.000        98.6894       0.353820                 NaN            NaN  0.914998E-003            NaN  0.171519       0.162223E-001  0.768101                 NaN
  1225.43        500.000        98.7187       0.347125                 NaN            NaN            NaN            NaN  0.167487       0.155475E-001  0.751126                 NaN
  1224.36        500.000        98.7489       0.338478                 NaN            NaN            NaN            NaN  0.161822       0.152822E-001  0.735506                 NaN
  1223.29        500.000        98.7758       0.331763                 NaN            NaN            NaN            NaN  0.158288       0.146799E-001  0.719445                 NaN
  1222.22        500.000        98.8081       0.321589                 NaN            NaN            NaN            NaN  0.152920       0.143475E-001  0.703032                 NaN
  1221.15        500.000        98.8340       0.314766                 NaN            NaN            NaN            NaN  0.149660       0.136424E-001  0.687896                 NaN
  1220.08        500.000        98.8508       0.312032                 NaN            NaN            NaN            NaN  0.147158       0.131842E-001  0.676795                 NaN
  1219.02        500.000        98.8799       0.303381                 NaN            NaN            NaN            NaN  0.142882       0.127039E-001  0.661104                 NaN
  1217.95        500.000        98.9046       0.296033                 NaN            NaN            NaN            NaN  0.139712       0.121394E-001  0.647535                 NaN
  1216.88        500.000        98.9278       0.289724                 NaN            NaN            NaN            NaN  0.136033       0.118208E-001  0.634591                 NaN
  1215.81        500.000        92.9259       0.945368                 NaN            NaN            NaN            NaN  0.621053       0.346501E-001   2.90570        2.56736     
  1214.74        500.000        82.5235        2.10758                 NaN            NaN            NaN            NaN   1.46075       0.725751E-001   6.81603        7.01955     
  1213.67        500.000        82.1173        2.12475                 NaN            NaN  0.128683E-001            NaN   1.49195       0.733456E-001   6.96482        7.21498     
  1212.61        500.000        73.7713        3.02829                 NaN            NaN  0.117753                 NaN   2.22510       0.105241        10.4016        10.3507     
  1211.54        500.000        98.8447       0.112968                 NaN            NaN  0.856215E-002            NaN  0.365802E-001  0.329609E-002  0.200083       0.793841     
  1210.47        500.000        73.2427        1.92392       0.804182                 NaN  0.310452                 NaN   2.20033       0.115344        10.3845        11.0186     
  1209.40        500.000        99.7158       0.103163       0.259361E-001            NaN            NaN            NaN  0.193879E-001  0.155617E-002  0.134148                 NaN
  1208.33        500.000        97.4744       0.328238                 NaN            NaN  0.215915E-001            NaN  0.230494       0.128321E-001   1.08284       0.849622     
  1207.26        500.000        89.3658        1.36174                 NaN            NaN            NaN            NaN  0.898286       0.354750E-001   4.11680        4.22192     
  1206.20        500.000        90.8367        1.10630                 NaN            NaN            NaN            NaN  0.763939       0.336361E-001   3.57631        3.68309     
  1205.13        500.000        91.3521       0.378376       0.614974                 NaN            NaN            NaN  0.706133       0.345355E-001   3.39806        3.51579     
  1204.06        500.000        91.3634        1.08616                 NaN            NaN            NaN            NaN  0.716716       0.303606E-001   3.36171        3.44161     
  1202.99        500.000        75.0246        2.20910                 NaN            NaN  0.451029                 NaN   2.02329       0.112521        9.94609        10.2334     
  1201.92        500.000        99.9011                 NaN            NaN            NaN  0.169091E-001            NaN  0.940676E-002  0.848953E-002            NaN  0.640510E-001
  1200.85        500.000        99.6059                 NaN            NaN            NaN  0.393942E-004            NaN  0.347775E-001  0.627619E-002  0.215576       0.137396     
  1199.79        500.000        88.9710        1.34194                 NaN            NaN            NaN            NaN  0.913086       0.217068E-001   4.31950        4.43278     
  1198.72        500.000        99.9893       0.100025E-002  0.204113E-003            NaN            NaN            NaN  0.806146E-003  0.567852E-004  0.435505E-002  0.430794E-002
  1197.65        500.000       100.0000       0.179922E-005            NaN            NaN  0.249134E-005            NaN  0.352315E-005            NaN  0.163172E-004  0.163537E-004
  1196.58        500.000        90.4371        1.06390                 NaN            NaN            NaN            NaN  0.772702       0.323525E-001   3.82000        3.87396     
  1195.51        500.000        92.7196       0.845637                 NaN            NaN  0.227276E-004            NaN  0.599185       0.205817E-001   2.89561        2.91932     
  1194.44        500.000        93.2781       0.785613E-003  0.531383       0.177211       0.167874E-005            NaN  0.513759       0.277332E-001   2.73588        2.73517     
  1193.38        500.000        91.6139       0.918931                 NaN            NaN            NaN            NaN  0.661482       0.264550E-001   3.39349        3.38571     
  1192.31        500.000        90.6132       0.858780                 NaN            NaN            NaN            NaN  0.686920       0.404239E-001   3.87178        3.92888     
  1191.24        500.000        87.9235       0.645484       0.635503                 NaN            NaN            NaN  0.944208       0.315077E-001   5.03981        4.78001     
  1190.17        500.000        69.9905        1.36313        1.35468                 NaN            NaN            NaN   2.19155       0.975897E-001   12.7688        12.2338     
  1189.10        500.000                 NaN   3.89428        4.64528                 NaN            NaN            NaN   7.10782       0.327549        43.0471        40.9780     
  1188.03        500.000                 NaN   3.86086        4.67945                 NaN            NaN            NaN   7.10897       0.327303        43.0446        40.9788     
  1186.96        500.000                 NaN   3.82593        4.71514                 NaN            NaN            NaN   7.11013       0.327052        43.0421        40.9797     
