|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/GRV/GRV_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1500.48        500.000                 NaN   98.8125                 NaN  0.258930       0.928583                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        500.000       0.136113E-003   98.8354                 NaN  0.262288       0.902136                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        500.000                 NaN   98.8501                 NaN  0.256237       0.893634                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000                 NaN   98.8670                 NaN  0.248278       0.884772                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.82        500.000                 NaN   98.8797                 NaN  0.225332       0.224636E-001  0.872475                 NaN            NaN            NaN            NaN            NaN
  1493.41        500.000                 NaN   98.8979                 NaN  0.235980       0.866093                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.00        500.000                 NaN   98.9134                 NaN  0.232843       0.853715                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.58        500.000                 NaN   98.9169                 NaN  0.145561       0.810382       0.127175                 NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN   98.9295                 NaN  0.127100       0.793759       0.149612                 NaN            NaN            NaN            NaN            NaN
  1487.76        500.000                 NaN   98.9400                 NaN  0.117709       0.783817       0.158426                 NaN            NaN            NaN            NaN            NaN
  1486.34        500.000                 NaN   98.9562                 NaN  0.105261       0.170105       0.768474                 NaN            NaN            NaN            NaN            NaN
  1484.93        500.000                 NaN   98.9666                 NaN  0.977217E-001  0.758987       0.176674                 NaN            NaN            NaN            NaN            NaN
  1483.51        500.000       0.267774E-002   98.9729                 NaN            NaN  0.724753       0.299717                 NaN            NaN            NaN            NaN            NaN
  1482.10        500.000       0.297377E-002   98.9853                 NaN            NaN  0.714887       0.296808                 NaN            NaN            NaN            NaN            NaN
  1480.69        500.000       0.290428E-002   98.9972                 NaN            NaN  0.293352       0.706529                 NaN            NaN            NaN            NaN            NaN
  1479.27        500.000       0.282853E-002   99.0085                 NaN            NaN  0.698763       0.289932                 NaN            NaN            NaN            NaN            NaN
  1477.86        500.000       0.193667E-002   99.3123                 NaN            NaN  0.484811       0.200967                 NaN            NaN            NaN            NaN            NaN
  1476.45        500.000       0.348934E-002   98.7378                 NaN            NaN  0.887850       0.370866                 NaN            NaN            NaN            NaN            NaN
  1475.03        500.000       0.259972E-002   99.0434                 NaN            NaN  0.280952       0.673074                 NaN            NaN            NaN            NaN            NaN
  1473.62        500.000       0.252667E-002   99.0529                 NaN            NaN  0.666340       0.278267                 NaN            NaN            NaN            NaN            NaN
  1472.20        500.000       0.245455E-002   99.0632                 NaN            NaN  0.275410       0.658940                 NaN            NaN            NaN            NaN            NaN
  1470.79        500.000       0.238232E-002   99.0732                 NaN            NaN  0.652661       0.271752                 NaN            NaN            NaN            NaN            NaN
  1469.38        500.000       0.231913E-002   99.0825                 NaN            NaN  0.644768       0.270390                 NaN            NaN            NaN            NaN            NaN
  1467.96        500.000       0.224121E-002   99.0942                 NaN            NaN  0.266863       0.636654                 NaN            NaN            NaN            NaN            NaN
  1466.55        500.000       0.218237E-002   99.1033                 NaN            NaN  0.264605       0.629898                 NaN            NaN            NaN            NaN            NaN
  1465.14        500.000       0.214355E-002   99.1017                 NaN            NaN  0.262937       0.633215                 NaN            NaN            NaN            NaN            NaN
  1463.72        500.000       0.203221E-002   99.1318                 NaN            NaN  0.609059       0.257130                 NaN            NaN            NaN            NaN            NaN
  1462.31        500.000       0.198837E-002   99.1311                 NaN            NaN  0.257022       0.609902                 NaN            NaN            NaN            NaN            NaN
  1460.89        500.000       0.192346E-002   99.1408                 NaN            NaN  0.603011       0.254309                 NaN            NaN            NaN            NaN            NaN
  1459.48        500.000       0.186585E-002   99.1484                 NaN            NaN  0.598241       0.251519                 NaN            NaN            NaN            NaN            NaN
  1458.07        500.000       0.180606E-002   99.1582                 NaN            NaN  0.249302       0.590679                 NaN            NaN            NaN            NaN            NaN
  1456.65        500.000       0.174815E-002   99.1662                 NaN            NaN  0.584874       0.247197                 NaN            NaN            NaN            NaN            NaN
  1455.24        500.000       0.169012E-002   99.1742                 NaN            NaN  0.578958       0.245110                 NaN            NaN            NaN            NaN            NaN
  1453.82        500.000       0.163403E-002   99.1830                 NaN            NaN  0.572665       0.242696                 NaN            NaN            NaN            NaN            NaN
  1452.41        500.000       0.158280E-002   99.1894                 NaN            NaN  0.567902       0.241128                 NaN            NaN            NaN            NaN            NaN
  1451.00        500.000       0.152656E-002   99.2000                 NaN            NaN  0.559756       0.238746                 NaN            NaN            NaN            NaN            NaN
  1449.58        500.000       0.147055E-002   99.2066                 NaN            NaN  0.556122       0.235855                 NaN            NaN            NaN            NaN            NaN
  1448.17        500.000       0.143532E-002   99.2124                 NaN            NaN  0.233589       0.552602                 NaN            NaN            NaN            NaN            NaN
  1446.76        500.000       0.137194E-002   99.2226                 NaN            NaN  0.544005       0.232011                 NaN            NaN            NaN            NaN            NaN
  1445.34        500.000       0.132051E-002   99.2288                 NaN            NaN  0.230112       0.539812                 NaN            NaN            NaN            NaN            NaN
  1443.93        500.000       0.127144E-002   99.2360                 NaN            NaN  0.534601       0.228154                 NaN            NaN            NaN            NaN            NaN
  1442.51        500.000       0.121971E-002   99.2422                 NaN            NaN  0.226343       0.530208                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000       0.117421E-002   99.2503                 NaN            NaN  0.224111       0.524421                 NaN            NaN            NaN            NaN            NaN
  1439.69        500.000       0.112761E-002   99.2572                 NaN            NaN  0.519133       0.222572                 NaN            NaN            NaN            NaN            NaN
  1438.27        500.000       0.108275E-002   99.2631                 NaN            NaN  0.220721       0.515068                 NaN            NaN            NaN            NaN            NaN
  1436.86        500.000       0.103870E-002   99.2683                 NaN            NaN  0.511719       0.218907                 NaN            NaN            NaN            NaN            NaN
  1435.45        500.000       0.996731E-003   99.2785                 NaN            NaN  0.503638       0.216865                 NaN            NaN            NaN            NaN            NaN
  1434.03        500.000       0.951304E-003   99.2806                 NaN            NaN  0.215526       0.502949                 NaN            NaN            NaN            NaN            NaN
  1432.62        500.000       0.904588E-003   99.2915                 NaN            NaN  0.494696       0.212922                 NaN            NaN            NaN            NaN            NaN
  1431.20        500.000       0.866553E-003   99.2955                 NaN            NaN  0.211476       0.492133                 NaN            NaN            NaN            NaN            NaN
  1429.79        500.000       0.828163E-003   99.3014                 NaN            NaN  0.209961       0.487762                 NaN            NaN            NaN            NaN            NaN
  1428.38        500.000       0.784341E-003   99.3078                 NaN            NaN  0.207887       0.483509                 NaN            NaN            NaN            NaN            NaN
  1426.96        500.000       0.749147E-003   99.3135                 NaN            NaN  0.479216       0.206501                 NaN            NaN            NaN            NaN            NaN
  1425.55        500.000       0.707054E-003   99.3184                 NaN            NaN  0.205487       0.475359                 NaN            NaN            NaN            NaN            NaN
  1424.14        500.000       0.669169E-003   99.3257                 NaN            NaN  0.470335       0.203258                 NaN            NaN            NaN            NaN            NaN
  1422.72        500.000       0.625647E-003   99.3295                 NaN            NaN  0.468148       0.201767                 NaN            NaN            NaN            NaN            NaN
  1421.31        500.000       0.602353E-003   99.3352                 NaN            NaN  0.199788       0.464424                 NaN            NaN            NaN            NaN            NaN
  1419.89        500.000       0.560067E-003   99.3432                 NaN            NaN  0.198440       0.457782                 NaN            NaN            NaN            NaN            NaN
  1418.48        500.000       0.523850E-003   99.3466                 NaN            NaN  0.197183       0.455722                 NaN            NaN            NaN            NaN            NaN
  1417.07        500.000       0.480405E-003   99.3493                 NaN            NaN  0.453338       0.196841                 NaN            NaN            NaN            NaN            NaN
  1415.65        500.000       0.453061E-003   99.3603                 NaN            NaN  0.194115       0.445093                 NaN            NaN            NaN            NaN            NaN
  1414.24        500.000       0.421609E-003   99.3617                 NaN            NaN  0.192828       0.445071                 NaN            NaN            NaN            NaN            NaN
  1412.83        500.000       0.388401E-003   99.3668                 NaN            NaN  0.191253       0.441581                 NaN            NaN            NaN            NaN            NaN
  1411.41        500.000       0.354862E-003   99.3716                 NaN            NaN  0.189921       0.438118                 NaN            NaN            NaN            NaN            NaN
  1410.00        500.000       0.323941E-003   99.3762                 NaN            NaN  0.188649       0.434805                 NaN            NaN            NaN            NaN            NaN
  1408.58        500.000       0.293115E-003   99.3811                 NaN            NaN  0.431308       0.187341                 NaN            NaN            NaN            NaN            NaN
  1407.17        500.000       0.263519E-003   99.3853                 NaN            NaN  0.186774       0.427637                 NaN            NaN            NaN            NaN            NaN
  1405.76        500.000       0.236098E-003   99.3901                 NaN            NaN  0.424951       0.184711                 NaN            NaN            NaN            NaN            NaN
  1404.34        500.000       0.503726E-005   98.7497                 NaN            NaN  0.477952       0.444619                 NaN  0.327686                 NaN            NaN            NaN
  1402.93        500.000                 NaN   98.3442                 NaN            NaN  0.507123       0.609681                 NaN  0.538963                 NaN            NaN            NaN
  1401.51        500.000                 NaN   98.3703                 NaN            NaN  0.499948       0.599420                 NaN  0.530332                 NaN            NaN            NaN
  1400.10        500.000                 NaN   98.3993                 NaN            NaN  0.588837       0.490970                 NaN  0.520867                 NaN            NaN            NaN
  1398.69        500.000                 NaN   98.4257                 NaN            NaN  0.578935       0.483031                 NaN  0.512324                 NaN            NaN            NaN
  1397.27        500.000                 NaN   98.4505                 NaN            NaN  0.475867       0.569272                 NaN  0.504321                 NaN            NaN            NaN
  1395.86        500.000                 NaN   98.4739                 NaN            NaN  0.560141       0.469179                 NaN  0.496819                 NaN            NaN            NaN
  1394.45        500.000                 NaN   98.4999                 NaN            NaN  0.461323       0.550577                 NaN  0.488233                 NaN            NaN            NaN
  1393.03        500.000                 NaN   98.5227                 NaN            NaN  0.454765       0.541788                 NaN  0.480797                 NaN            NaN            NaN
  1391.62        500.000                 NaN   98.5450                 NaN            NaN  0.448053       0.533545                 NaN  0.473397                 NaN            NaN            NaN
  1390.20        500.000                 NaN   98.5670                 NaN            NaN  0.441622       0.525224                 NaN  0.466173                 NaN            NaN            NaN
  1388.79        500.000                 NaN   98.5869                 NaN            NaN  0.517307       0.435936                 NaN  0.459810                 NaN            NaN            NaN
  1387.38        500.000                 NaN   98.6112                 NaN            NaN  0.428602       0.508607                 NaN  0.451638                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.6298                 NaN            NaN  0.501603       0.422982                 NaN  0.445618                 NaN            NaN            NaN
  1384.55        500.000                 NaN   98.6495                 NaN            NaN  0.416823       0.494633                 NaN  0.438995                 NaN            NaN            NaN
  1383.14        500.000                 NaN   98.6695                 NaN            NaN  0.487275       0.410743                 NaN  0.432532                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.6868                 NaN            NaN  0.405533       0.481086                 NaN  0.426536                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.7042                 NaN            NaN  0.400716       0.474103                 NaN  0.420960                 NaN            NaN            NaN
  1378.89        500.000                 NaN   98.7258                 NaN            NaN  0.393564       0.466912                 NaN  0.413747                 NaN            NaN            NaN
  1377.48        500.000                 NaN   98.7406                 NaN            NaN  0.461800       0.388790                 NaN  0.408788                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.7571                 NaN            NaN  0.384626       0.455069                 NaN  0.403164                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.7722                 NaN            NaN  0.379833       0.449787                 NaN  0.398212                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.7917                 NaN            NaN  0.443109       0.373553                 NaN  0.391622                 NaN            NaN            NaN
  1371.83        500.000                 NaN   98.8058                 NaN            NaN  0.437922       0.369213                 NaN  0.387115                 NaN            NaN            NaN
  1370.41        500.000                 NaN   98.8208                 NaN            NaN  0.364352       0.432785                 NaN  0.382056                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.8366                 NaN            NaN  0.426970       0.359698                 NaN  0.376754                 NaN            NaN            NaN
  1367.58        500.000                 NaN   98.8504                 NaN            NaN  0.355697       0.421922                 NaN  0.371993                 NaN            NaN            NaN
  1366.17        500.000                 NaN   98.8650                 NaN            NaN  0.350991       0.416951                 NaN  0.367026                 NaN            NaN            NaN
  1364.76        500.000                 NaN   98.8778                 NaN            NaN  0.346977       0.412617                 NaN  0.362643                 NaN            NaN            NaN
  1363.34        500.000                 NaN   98.8920                 NaN            NaN  0.407733       0.342380                 NaN  0.357845                 NaN            NaN            NaN
  1361.93        500.000                 NaN   98.9043                 NaN            NaN  0.403322       0.338784                 NaN  0.353606                 NaN            NaN            NaN
  1360.52        500.000                 NaN   98.9179                 NaN            NaN  0.398520       0.334528                 NaN  0.349038                 NaN            NaN            NaN
  1359.10        500.000                 NaN   98.9305                 NaN            NaN  0.394417       0.330307                 NaN  0.344769                 NaN            NaN            NaN
  1357.69        500.000                 NaN   98.9436                 NaN            NaN  0.389353       0.326690                 NaN  0.340349                 NaN            NaN            NaN
  1356.27        500.000                 NaN   98.9529                 NaN            NaN  0.386699       0.323453                 NaN  0.336925                 NaN            NaN            NaN
  1354.86        500.000                 NaN   98.9666                 NaN            NaN  0.382064       0.318896                 NaN  0.332430                 NaN            NaN            NaN
  1353.45        500.000                 NaN   98.9770                 NaN            NaN  0.379521       0.314577                 NaN  0.328911                 NaN            NaN            NaN
  1352.03        500.000                 NaN   98.9890                 NaN            NaN  0.374763       0.311587                 NaN  0.324604                 NaN            NaN            NaN
  1350.62        500.000                 NaN   98.9990                 NaN            NaN  0.370676       0.309045                 NaN  0.321292                 NaN            NaN            NaN
  1349.20        500.000                 NaN   99.0096                 NaN            NaN  0.304942       0.367925                 NaN  0.317551                 NaN            NaN            NaN
  1347.79        500.000                 NaN   99.0206                 NaN            NaN  0.364534       0.301103                 NaN  0.313750                 NaN            NaN            NaN
  1346.38        500.000                 NaN   99.0299                 NaN            NaN  0.361172       0.298149                 NaN  0.310785                 NaN            NaN            NaN
  1344.96        500.000                 NaN   99.0400                 NaN            NaN  0.358857       0.294103                 NaN  0.307069                 NaN            NaN            NaN
  1343.55        500.000                 NaN   99.0484                 NaN            NaN  0.355699       0.291787                 NaN  0.304094                 NaN            NaN            NaN
  1342.14        500.000                 NaN   99.0596                 NaN            NaN  0.287684       0.352273                 NaN  0.300405                 NaN            NaN            NaN
  1340.72        500.000                 NaN   99.0696                 NaN            NaN  0.284822       0.348881                 NaN  0.296661                 NaN            NaN            NaN
  1339.31        500.000                 NaN   99.0776                 NaN            NaN  0.281939       0.346437                 NaN  0.294027                 NaN            NaN            NaN
  1337.89        500.000                 NaN   99.0861                 NaN            NaN  0.278739       0.344134                 NaN  0.290985                 NaN            NaN            NaN
  1336.48        500.000                 NaN   99.0955                 NaN            NaN  0.275535       0.341112                 NaN  0.287810                 NaN            NaN            NaN
  1335.07        500.000                 NaN   99.1030                 NaN            NaN  0.339434       0.272508                 NaN  0.285099                 NaN            NaN            NaN
  1333.65        500.000                 NaN   99.1118                 NaN            NaN  0.336866       0.269248                 NaN  0.282077                 NaN            NaN            NaN
  1332.24        500.000                 NaN   99.1201                 NaN            NaN  0.266315       0.334443                 NaN  0.279187                 NaN            NaN            NaN
  1330.83        500.000                 NaN   99.1274                 NaN            NaN  0.263764       0.332348                 NaN  0.276523                 NaN            NaN            NaN
  1329.41        500.000                 NaN   99.1355                 NaN            NaN  0.260732       0.329996                 NaN  0.273773                 NaN            NaN            NaN
  1328.00        500.000                 NaN   99.1428                 NaN            NaN  0.257359       0.328639                 NaN  0.271200                 NaN            NaN            NaN
  1326.58        500.000                 NaN   99.1510                 NaN            NaN  0.254661       0.325824                 NaN  0.268481                 NaN            NaN            NaN
  1325.17        500.000                 NaN   99.1585                 NaN            NaN  0.251481       0.324355                 NaN  0.265710                 NaN            NaN            NaN
  1323.76        500.000                 NaN   99.1642                 NaN            NaN  0.248704       0.323509                 NaN  0.263624                 NaN            NaN            NaN
  1322.34        500.000                 NaN   99.1704                 NaN            NaN  0.246123       0.322109                 NaN  0.261352                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.1785                 NaN            NaN  0.241876       0.320928                 NaN  0.258678                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.1843                 NaN            NaN  0.238764       0.320365                 NaN  0.256522                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.1898                 NaN            NaN  0.321249       0.234450                 NaN  0.254476                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.1962                 NaN            NaN  0.320837       0.230690                 NaN  0.252247                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.2027                 NaN            NaN  0.319180       0.228084                 NaN  0.250034                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.2305       0.865934E-001            NaN  0.158789E-001  0.410587                 NaN  0.256440                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.2338       0.105817                 NaN  0.401232                 NaN            NaN  0.259146                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.2426       0.103580                 NaN  0.398000                 NaN            NaN  0.255779                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.2496       0.988498E-001            NaN  0.398946                 NaN            NaN  0.252628                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.2584       0.100009                 NaN  0.392054                 NaN            NaN  0.249551                 NaN            NaN            NaN
  1306.79        500.000                 NaN   99.2665       0.975743E-001            NaN  0.389422                 NaN            NaN  0.246518                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.2738       0.101180                 NaN  0.380782                 NaN            NaN  0.244212                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.2823       0.957095E-001            NaN  0.381582                 NaN            NaN  0.240391                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.2881       0.923849E-001            NaN  0.381697                 NaN            NaN  0.237823                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.2959       0.917878E-001            NaN  0.377325                 NaN            NaN  0.234956                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.3016       0.874622E-001            NaN  0.378656                 NaN            NaN  0.232280                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.3106       0.890491E-001            NaN  0.370708                 NaN            NaN  0.229605                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.3168       0.853721E-001            NaN  0.371307                 NaN            NaN  0.226556                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.3244       0.859661E-001            NaN  0.365568                 NaN            NaN  0.224103                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.3218       0.829120E-001            NaN  0.366772                 NaN            NaN  0.224291       0.417586E-002            NaN            NaN
  1292.65        500.000                 NaN   99.2773       0.750619E-001            NaN  0.382735                 NaN            NaN  0.237295       0.275701E-001            NaN            NaN
  1291.24        500.000                 NaN   99.2867       0.758684E-001            NaN  0.375982                 NaN            NaN  0.234297       0.271567E-001            NaN            NaN
  1289.83        500.000                 NaN   99.2982       0.732838E-001            NaN  0.372030                 NaN            NaN  0.230045       0.264569E-001            NaN            NaN
  1288.41        500.000                 NaN   99.3065       0.723019E-001            NaN  0.367465                 NaN            NaN  0.227671       0.260775E-001            NaN            NaN
  1287.00        500.000                 NaN   99.3192       0.736034E-001            NaN  0.358802                 NaN            NaN  0.222932       0.254667E-001            NaN            NaN
  1285.58        500.000                 NaN   99.3266       0.720509E-001            NaN  0.355697                 NaN            NaN  0.220606       0.250273E-001            NaN            NaN
  1284.17        500.000                 NaN   99.3357       0.714082E-001            NaN  0.351095                 NaN            NaN  0.217238       0.245121E-001            NaN            NaN
  1282.76        500.000                 NaN   99.3454       0.707252E-001            NaN  0.345814                 NaN            NaN  0.214005       0.240475E-001            NaN            NaN
  1281.34        500.000                 NaN   99.3540       0.712167E-001            NaN  0.339725                 NaN            NaN  0.211384       0.236432E-001            NaN            NaN
  1279.93        500.000                 NaN   99.3641       0.674755E-001            NaN  0.338144                 NaN            NaN  0.207282       0.229666E-001            NaN            NaN
  1278.52        500.000                 NaN   99.3715       0.690386E-001            NaN  0.331747                 NaN            NaN  0.205028       0.226631E-001            NaN            NaN
  1277.10        500.000                 NaN   99.3814       0.655477E-001            NaN  0.329504                 NaN            NaN  0.201461       0.220426E-001            NaN            NaN
  1275.69        500.000                 NaN   99.3894       0.641802E-001            NaN  0.326165                 NaN            NaN  0.198694       0.215749E-001            NaN            NaN
  1274.27        500.000                 NaN   99.3984       0.629621E-001            NaN  0.321810                 NaN            NaN  0.195670       0.211141E-001            NaN            NaN
  1272.86        500.000                 NaN   99.4062       0.616403E-001            NaN  0.318669                 NaN            NaN  0.192838       0.206468E-001            NaN            NaN
  1271.45        500.000                 NaN   99.4146       0.606809E-001            NaN  0.314564                 NaN            NaN  0.189988       0.202136E-001            NaN            NaN
  1270.03        500.000                 NaN   99.4220       0.583868E-001            NaN  0.312605                 NaN            NaN  0.187242       0.197164E-001            NaN            NaN
  1268.62        500.000                 NaN   99.4303       0.581351E-001            NaN  0.307708                 NaN            NaN  0.184513       0.193292E-001            NaN            NaN
  1267.21        500.000                 NaN   95.4558       0.122246                 NaN   1.03990                 NaN            NaN  0.624611       0.889392E-001   2.66851                 NaN
  1265.79        500.000                 NaN   94.8634       0.116706                 NaN   1.15881                 NaN            NaN  0.685055       0.974594E-001   3.07858                 NaN
  1264.38        500.000                 NaN   95.1617       0.105564                 NaN   1.10296                 NaN            NaN  0.646780       0.908378E-001   2.89216                 NaN
  1262.96        500.000                 NaN   95.4375       0.948437E-001            NaN   1.05061                 NaN            NaN  0.611289       0.847658E-001   2.72096                 NaN
  1261.55        500.000                 NaN   95.6782       0.922485E-001            NaN  0.996689                 NaN            NaN  0.580077       0.797479E-001   2.57306                 NaN
  1260.14        500.000                 NaN   95.9027       0.725566E-001            NaN  0.967484                 NaN            NaN  0.550863       0.742010E-001   2.43220                 NaN
  1258.72        500.000                 NaN   96.1057       0.669522E-001            NaN  0.925210                 NaN            NaN  0.524162       0.698040E-001   2.30815                 NaN
